,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,datetime
6159,24235,Female,Loyal Customer,40,Business travel,Business,3932,0,1,1,3,3,1,3,5,5,3,0,3,4,4,96,74,6/11/1952
6160,33082,Female,Loyal Customer,-1,Personal Travel,Eco,102,0,5,1,3,0,3,5,0,1,2,0,4,2,0,0,0,6/12/1952
6161,41972,Male,Loyal Customer,51,Personal Travel,Eco,618,1,5,2,1,2,2,2,4,5,2,3,2,5,4,55,31,6/13/1952
6162,99963,Male,Loyal Customer,-1,Business travel,Business,888,1,3,2,3,5,5,5,5,4,5,3,4,3,5,70,39,6/14/1952
6163,104675,Female,Loyal Customer,15,Personal Travel,Eco,641,2,5,2,2,2,3,1,1,5,3,5,3,5,3,19,49,6/15/1952
6164,58452,Female,Loyal Customer,26,Personal Travel,Eco,1,1,1,1,2,5,2,5,5,1,3,2,2,3,5,33,15,6/16/1952
6165,13255,Male,Loyal Customer,-1,Business travel,Business,2333,2,3,3,4,3,4,4,2,0,2,2,2,2,4,39,72,6/17/1952
6166,17047,Female,Loyal Customer,-1,Business travel,Business,1134,0,2,1,2,2,3,5,5,5,5,3,2,4,3,58,25,6/18/1952
6167,88248,Female,Loyal Customer,59,Business travel,Business,270,0,2,1,0,4,3,5,3,2,4,2,5,4,5,0,70,6/19/1952
6168,20062,Male,Loyal Customer,7,Personal Travel,Eco,607,1,5,2,1,5,1,1,5,4,5,5,4,5,5,90,36,6/20/1952
6169,113655,Female,Loyal Customer,20,Personal Travel,Eco,391,3,3,3,5,2,4,2,3,5,3,3,3,5,2,0,16,6/21/1952
6170,3513,Female,Loyal Customer,59,Business travel,Business,557,5,5,5,5,5,5,5,3,4,3,5,3,3,3,24,27,6/22/1952
6171,14376,Female,Loyal Customer,68,Personal Travel,Eco Plus,1215,3,0,3,2,5,4,5,3,3,2,3,2,3,5,6,30,6/23/1952
6172,105252,Female,Loyal Customer,51,Business travel,Business,2106,1,2,2,1,5,5,5,5,5,5,5,2,5,2,86,61,6/24/1952
6173,91963,Male,Loyal Customer,51,Personal Travel,Eco,2475,1,3,1,0,1,2,3,3,4,1,3,5,5,2,39,20,6/25/1952
6174,126075,Female,Loyal Customer,51,Business travel,Business,600,2,4,0,3,5,5,5,3,5,3,5,5,3,4,0,0,6/26/1952
6175,110321,Male,Loyal Customer,-1,Business travel,Business,100000,3,1,4,4,3,3,5,5,5,5,5,2,5,5,0,6,6/27/1952
6176,34400,Male,Loyal Customer,32,Business travel,Eco,612,4,2,3,4,3,3,5,3,0,2,3,0,0,3,18,84,6/28/1952
6177,65206,Male,Loyal Customer,60,Business travel,Business,1880,4,4,4,2,5,3,5,5,5,5,5,4,5,4,27,0,6/29/1952
6178,18564,Male,Loyal Customer,-1,Business travel,Eco,190,2,1,3,3,2,2,2,3,2,0,4,2,3,4,0,0,6/30/1952
6179,124117,Female,Loyal Customer,-1,Business travel,Business,529,2,3,2,4,5,5,5,5,5,1,4,5,5,5,0,77,7/1/1952
6180,67134,Male,disloyal Customer,29,Business travel,Business,929,4,3,1,2,4,1,5,3,5,1,4,5,5,3,33,-2,7/2/1952
6181,52426,Male,Loyal Customer,-1,Personal Travel,Eco,751,3,5,2,2,2,2,2,0,5,1,0,1,2,2,107,96,7/3/1952
6182,54108,Female,Loyal Customer,-1,Business travel,Business,1400,3,5,5,3,3,3,5,5,5,5,5,3,5,4,5,79,7/4/1952
6183,67174,Female,Loyal Customer,64,Personal Travel,Eco,918,2,3,4,5,3,2,1,3,3,4,2,5,4,3,55,65,7/5/1952
6184,1354,Male,Loyal Customer,34,Business travel,Business,282,2,0,0,4,4,4,4,3,4,0,3,1,2,3,77,50,7/6/1952
6185,125459,Male,Loyal Customer,55,Business travel,Business,2860,2,2,2,4,4,5,5,5,3,3,3,5,5,5,22,77,7/7/1952
6186,109237,Male,Loyal Customer,-1,Personal Travel,Eco,655,2,4,2,3,3,3,4,2,2,2,3,2,3,1,105,102,7/8/1952
6187,113167,Male,Loyal Customer,43,Business travel,Business,2399,0,0,0,1,3,5,5,5,5,3,3,4,4,2,6,45,7/9/1952
6188,26031,Male,Loyal Customer,61,Personal Travel,Eco,321,1,2,4,5,3,4,4,3,5,3,2,5,2,3,23,-6,7/10/1952
6189,61181,Male,Loyal Customer,-1,Business travel,Business,3346,0,0,1,2,5,5,5,5,3,3,5,3,5,5,70,0,7/11/1952
6190,58319,Male,disloyal Customer,22,Business travel,Eco,822,4,3,4,4,5,3,5,5,2,5,1,2,5,5,62,17,7/12/1952
6191,82114,Female,Loyal Customer,14,Personal Travel,Eco,1298,1,5,3,5,0,2,1,2,5,4,4,4,5,2,44,73,7/13/1952
6192,30464,Female,Loyal Customer,31,Business travel,Eco,495,3,0,2,0,5,5,4,3,2,5,4,5,4,3,127,14,7/14/1952
6193,128024,Female,Loyal Customer,-1,Business travel,Business,1440,0,0,2,2,2,5,4,5,5,5,5,3,5,5,83,55,7/15/1952
6194,84345,Male,Loyal Customer,-1,Business travel,Business,2436,5,5,5,5,3,4,3,4,3,3,5,5,4,2,17,49,7/16/1952
6195,60416,Male,Loyal Customer,48,Business travel,Business,391,5,5,5,5,5,4,5,4,4,3,5,5,5,5,-1,5,7/17/1952
6196,122005,Female,Loyal Customer,59,Business travel,Business,130,2,1,2,3,4,4,5,2,4,4,5,3,4,5,80,23,7/18/1952
6197,50833,Male,Loyal Customer,33,Personal Travel,Eco,109,3,4,3,2,5,3,5,5,5,1,5,5,5,5,103,46,7/19/1952
6198,68621,Male,Loyal Customer,-1,Business travel,Business,237,5,5,5,5,3,3,4,4,3,4,2,5,4,5,90,-10,7/20/1952
6199,72811,Female,Loyal Customer,-1,Business travel,Business,100000,3,2,3,3,5,4,3,4,3,3,4,5,2,2,0,57,7/21/1952
6200,125845,Male,Loyal Customer,56,Business travel,Business,861,5,5,5,3,5,3,5,5,5,5,5,5,5,2,44,1,7/22/1952
6201,31028,Male,Loyal Customer,-1,Business travel,Business,2603,3,5,4,3,5,5,3,5,5,4,4,5,4,3,46,75,7/23/1952
6202,95249,Male,Loyal Customer,43,Personal Travel,Eco,239,3,2,0,1,0,5,5,3,4,3,3,5,4,5,152,178,7/24/1952
6203,114708,Female,Loyal Customer,41,Business travel,Business,2369,0,0,0,4,4,5,5,1,1,5,5,4,3,4,-3,100,7/25/1952
6204,94362,Female,Loyal Customer,41,Business travel,Business,239,5,5,5,5,1,3,5,5,5,5,5,4,5,5,72,100,7/26/1952
6205,7745,Male,Loyal Customer,-1,Business travel,Business,2257,0,2,0,0,5,5,3,5,5,5,5,5,5,5,84,0,7/27/1952
6206,117328,Female,Loyal Customer,20,Business travel,Eco Plus,370,2,4,3,5,2,0,3,2,4,2,3,2,4,2,43,71,7/28/1952
6207,19995,Female,disloyal Customer,24,Business travel,Eco,646,2,0,2,2,1,2,2,2,4,4,0,5,2,3,134,102,7/29/1952
6208,121091,Male,Loyal Customer,-1,Business travel,Business,1558,5,1,1,0,5,5,5,5,4,1,4,0,4,5,0,68,7/30/1952
6209,3753,Male,Loyal Customer,17,Personal Travel,Eco Plus,431,0,5,0,4,1,0,2,2,5,3,5,5,5,2,85,76,7/31/1952
6210,54736,Female,Loyal Customer,66,Personal Travel,Eco,787,1,4,3,0,5,5,5,2,2,1,3,5,1,5,88,37,8/1/1952
6211,50884,Male,Loyal Customer,-1,Personal Travel,Eco,209,1,3,3,2,3,2,5,5,2,5,5,4,3,3,0,25,8/2/1952
6212,60867,Male,Loyal Customer,-1,Business travel,Business,1491,3,5,5,5,5,2,2,1,1,2,1,2,2,4,2,107,8/3/1952
6213,106564,Female,disloyal Customer,35,Business travel,Eco,1024,4,5,5,2,3,5,5,4,2,5,4,3,3,3,-7,22,8/4/1952
6214,90608,Female,disloyal Customer,-1,Business travel,Business,442,3,2,2,5,5,3,3,5,5,4,3,5,3,5,18,7,8/5/1952
6215,33608,Female,Loyal Customer,27,Business travel,Business,399,2,1,2,3,1,2,3,2,0,2,1,0,2,1,67,19,8/6/1952
6216,113225,Female,disloyal Customer,38,Business travel,Business,407,5,5,3,5,2,4,5,2,5,3,5,5,4,2,55,98,8/7/1952
6217,97439,Male,disloyal Customer,25,Business travel,Eco,185,2,5,2,2,1,0,3,1,0,1,4,2,3,2,17,64,8/8/1952
6218,3766,Male,Loyal Customer,-1,Personal Travel,Business,100000,2,3,1,5,2,2,4,4,2,2,3,5,5,4,7,8,8/9/1952
6219,112330,Male,Loyal Customer,-1,Business travel,Business,1663,3,3,0,1,5,3,5,3,2,3,2,4,3,4,29,59,8/10/1952
6220,84630,Female,Loyal Customer,53,Personal Travel,Eco,707,4,3,2,1,1,3,5,5,5,2,5,5,5,2,57,44,8/11/1952
6221,71661,Female,Loyal Customer,58,Personal Travel,Eco,1197,2,4,2,5,3,3,0,3,4,3,4,5,4,0,75,42,8/12/1952
6222,43865,Male,disloyal Customer,48,Business travel,Eco,174,3,4,5,1,3,5,5,3,0,3,2,4,5,5,0,3,8/13/1952
6223,80130,Female,Loyal Customer,36,Business travel,Business,2586,0,0,2,0,5,5,5,3,4,5,5,5,4,3,0,77,8/14/1952
6224,2030,Female,disloyal Customer,-1,Business travel,Eco,733,2,3,1,4,5,1,3,4,2,5,4,2,5,4,62,0,8/15/1952
6225,83762,Female,Loyal Customer,47,Business travel,Business,3610,5,5,5,5,3,4,3,4,5,5,4,3,4,5,79,51,8/16/1952
6226,65370,Female,disloyal Customer,34,Business travel,Eco,631,2,1,2,3,1,4,2,3,3,1,4,4,4,1,69,1,8/17/1952
6227,15418,Female,Loyal Customer,52,Business travel,Business,377,5,5,5,5,5,1,3,3,4,2,3,4,4,3,41,0,8/18/1952
6228,121606,Male,Loyal Customer,-1,Personal Travel,Eco,936,1,4,2,5,3,0,5,2,3,4,5,2,5,2,61,146,8/19/1952
6229,11922,Female,Loyal Customer,-1,Personal Travel,Eco,100000,2,4,0,2,0,2,1,1,5,3,5,5,5,1,77,7,8/20/1952
6230,13437,Female,Loyal Customer,52,Business travel,Business,2328,5,4,4,4,5,3,1,5,5,4,5,3,4,2,15,0,8/21/1952
6231,5639,Male,disloyal Customer,32,Business travel,Business,196,1,2,1,1,1,3,0,1,5,5,5,5,3,1,0,21,8/22/1952
6232,115010,Male,Loyal Customer,-1,Business travel,Business,337,2,1,2,1,2,4,5,5,5,5,5,4,5,5,11,26,8/23/1952
6233,1623,Male,Loyal Customer,42,Business travel,Business,2087,5,5,5,5,4,5,5,5,5,5,5,2,5,5,58,4,8/24/1952
6234,81493,Female,Loyal Customer,-1,Personal Travel,Eco,528,2,2,5,3,3,3,5,5,5,5,5,2,5,0,67,58,8/25/1952
6235,52944,Female,disloyal Customer,29,Business travel,Eco,1,1,1,1,3,5,2,5,5,3,5,0,2,4,5,27,38,8/26/1952
6236,19907,Female,Loyal Customer,-1,Business travel,Eco,315,2,3,1,3,5,4,2,1,2,2,1,5,3,3,9,106,8/27/1952
6237,126622,Female,Loyal Customer,44,Business travel,Eco,602,3,5,3,5,0,4,3,1,3,2,2,5,1,2,84,81,8/28/1952
6238,20799,Male,Loyal Customer,47,Business travel,Business,2555,5,3,5,3,5,5,4,5,3,3,3,1,5,4,0,0,8/29/1952
6239,71649,Male,Loyal Customer,-1,Personal Travel,Eco,1197,3,5,2,4,3,2,3,5,2,2,5,3,5,3,101,86,8/30/1952
6240,24226,Female,Loyal Customer,27,Business travel,Business,147,5,5,5,5,3,5,5,3,3,3,3,4,5,4,55,72,8/31/1952
6241,110924,Female,Loyal Customer,-1,Personal Travel,Eco,545,3,3,2,5,5,2,2,4,4,4,2,2,4,3,68,-10,9/1/1952
6242,93332,Male,disloyal Customer,-1,Business travel,Business,836,0,5,0,1,2,0,5,0,4,4,3,5,5,0,0,15,9/2/1952
6243,111781,Male,disloyal Customer,30,Business travel,Eco,1137,3,3,3,2,5,4,5,5,5,1,1,3,4,5,87,8,9/3/1952
6244,101064,Male,Loyal Customer,42,Personal Travel,Eco,368,5,5,5,4,5,5,5,3,2,5,2,0,1,5,1,0,9/4/1952
6245,6430,Male,Loyal Customer,32,Personal Travel,Eco,315,0,5,0,5,0,0,2,0,5,4,5,0,1,1,87,116,9/5/1952
6246,4690,Male,Loyal Customer,18,Personal Travel,Eco,364,3,4,3,0,0,2,1,0,4,3,5,3,5,0,0,0,9/6/1952
6247,87357,Female,disloyal Customer,23,Business travel,Eco,425,2,1,4,3,2,4,4,4,5,4,2,4,3,3,36,33,9/7/1952
6248,124466,Male,Loyal Customer,-1,Personal Travel,Eco,100000,0,5,2,2,2,0,3,2,3,1,3,2,5,2,30,5,9/8/1952
6249,43388,Female,Loyal Customer,49,Personal Travel,Eco,463,3,5,3,2,3,3,3,2,2,5,0,5,0,4,41,62,9/9/1952
6250,128027,Female,Loyal Customer,37,Business travel,Business,1440,1,1,3,1,5,5,3,5,3,3,4,4,3,3,132,115,9/10/1952
6251,50780,Female,Loyal Customer,52,Personal Travel,Eco,250,2,3,3,2,5,5,5,2,3,3,3,2,3,5,0,54,9/11/1952
6252,29472,Female,Loyal Customer,14,Personal Travel,Business,1107,2,2,1,2,2,3,4,2,3,2,3,2,4,2,39,-4,9/12/1952
6253,2887,Female,Loyal Customer,12,Personal Travel,Eco,409,4,3,4,3,3,4,1,1,1,4,3,3,2,1,0,0,9/13/1952
6254,53409,Male,Loyal Customer,26,Business travel,Business,2253,5,5,1,5,5,5,5,5,1,3,5,5,5,5,183,204,9/14/1952
6255,25474,Female,Loyal Customer,54,Business travel,Business,481,1,1,1,3,5,4,3,5,5,5,5,5,5,1,8,42,9/15/1952
6256,106958,Female,disloyal Customer,-1,Business travel,Business,937,5,0,5,2,3,5,1,1,5,3,5,5,4,1,31,53,9/16/1952
6257,105881,Male,Loyal Customer,43,Business travel,Business,3146,3,2,2,2,3,5,3,3,5,5,5,3,4,3,52,14,9/17/1952
6258,71151,Female,Loyal Customer,36,Business travel,Business,646,5,3,5,5,5,5,5,5,4,5,4,5,4,4,101,0,9/18/1952
6259,101309,Female,Loyal Customer,30,Business travel,Business,3987,4,3,5,5,5,5,5,5,5,4,3,3,5,5,93,132,9/19/1952
6260,21694,Female,Loyal Customer,36,Personal Travel,Eco,746,3,4,2,3,4,2,5,3,2,4,4,3,5,5,88,87,9/20/1952
6261,83814,Female,disloyal Customer,26,Business travel,Eco,425,1,3,2,3,2,3,4,2,0,5,4,3,2,3,46,77,9/21/1952
6262,69548,Female,Loyal Customer,-1,Business travel,Business,2475,2,0,2,0,5,5,5,5,1,2,4,4,5,4,14,104,9/22/1952
6263,60344,Female,Loyal Customer,-1,Personal Travel,Eco,1024,3,0,1,2,2,1,1,2,5,5,2,1,4,2,0,1,9/23/1952
6264,79325,Female,Loyal Customer,44,Business travel,Business,3447,2,0,2,3,4,3,5,5,5,5,5,5,5,4,23,1,9/24/1952
6265,33230,Male,Loyal Customer,69,Business travel,Eco Plus,163,3,0,3,0,4,4,2,4,5,4,5,1,3,3,47,72,9/25/1952
6266,98131,Female,Loyal Customer,56,Personal Travel,Eco,472,2,5,4,3,2,3,4,3,3,4,4,4,4,3,12,83,9/26/1952
6267,129505,Female,disloyal Customer,-1,Business travel,Business,1744,2,3,3,4,1,2,2,1,5,3,5,4,5,2,64,54,9/27/1952
6268,44013,Female,Loyal Customer,-1,Personal Travel,Eco,397,4,3,3,3,4,3,5,2,0,2,2,5,0,5,-4,0,9/28/1952
6269,92246,Male,Loyal Customer,-1,Business travel,Business,1670,0,2,2,2,5,3,5,5,5,3,4,4,3,5,14,74,9/29/1952
6270,94697,Male,Loyal Customer,-1,Business travel,Business,3322,2,5,3,4,3,4,2,4,5,2,3,2,3,4,103,13,9/30/1952
6271,35863,Male,Loyal Customer,-1,Personal Travel,Eco,1065,3,3,5,2,1,4,4,2,3,5,5,3,3,1,118,76,10/1/1952
6272,121859,Female,Loyal Customer,-1,Business travel,Business,3614,3,5,2,3,4,3,4,4,4,5,3,2,4,5,59,51,10/2/1952
6273,89719,Female,Loyal Customer,10,Personal Travel,Eco,1076,5,5,5,4,5,5,5,5,3,5,5,5,4,5,11,37,10/3/1952
6274,56832,Male,Loyal Customer,-1,Personal Travel,Eco,1725,3,5,3,3,2,3,2,1,3,5,2,5,5,3,49,0,10/4/1952
6275,127618,Male,disloyal Customer,43,Business travel,Business,1773,3,4,2,0,1,2,2,1,5,3,5,5,5,1,76,0,10/5/1952
6276,117162,Male,Loyal Customer,11,Personal Travel,Eco,370,1,0,3,0,2,2,1,2,2,4,2,5,5,0,23,53,10/6/1952
6277,101952,Female,Loyal Customer,56,Business travel,Business,628,4,3,3,5,3,5,5,4,3,5,4,5,5,4,63,74,10/7/1952
6278,21847,Female,disloyal Customer,21,Business travel,Business,448,0,5,0,5,2,0,1,3,5,3,5,3,5,1,69,31,10/8/1952
6279,74910,Female,Loyal Customer,-1,Business travel,Business,100000,1,2,2,1,5,5,5,3,5,5,5,5,3,5,75,62,10/9/1952
6280,51025,Male,Loyal Customer,-1,Personal Travel,Eco,109,2,2,4,3,4,4,5,4,4,4,4,2,5,4,36,85,10/10/1952
6281,95562,Female,Loyal Customer,61,Personal Travel,Eco Plus,458,3,5,4,2,5,5,4,2,0,5,2,4,0,5,62,27,10/11/1952
6282,100476,Male,disloyal Customer,28,Business travel,Business,580,3,4,3,5,1,5,4,0,5,5,5,5,5,0,37,95,10/12/1952
6283,126492,Female,Loyal Customer,48,Personal Travel,Eco,1788,4,3,4,3,5,5,5,3,3,5,1,5,2,4,0,56,10/13/1952
6284,71343,Male,Loyal Customer,27,Personal Travel,Eco,1671,3,2,2,3,4,2,3,3,1,4,5,5,3,5,113,132,10/14/1952
6285,94937,Female,disloyal Customer,24,Business travel,Eco,189,1,2,3,4,2,1,1,2,3,2,5,4,2,2,56,10,10/15/1952
6286,7687,Female,Loyal Customer,21,Business travel,Eco,604,3,3,4,3,1,3,5,1,4,2,3,3,3,3,52,42,10/16/1952
6287,45479,Female,Loyal Customer,-1,Business travel,Business,3603,2,4,3,3,2,1,3,5,5,5,5,5,5,2,11,99,10/17/1952
6288,19848,Female,Loyal Customer,31,Business travel,Eco,693,4,4,3,3,3,5,3,4,1,2,5,4,2,3,74,53,10/18/1952
6289,94266,Male,Loyal Customer,41,Business travel,Business,248,5,5,5,5,5,5,5,3,3,3,3,2,5,5,50,0,10/19/1952
6290,73323,Male,Loyal Customer,58,Business travel,Business,1005,5,5,5,5,5,5,5,4,5,4,5,5,4,3,22,37,10/20/1952
6291,118112,Female,Loyal Customer,50,Personal Travel,Eco,1999,4,5,5,5,5,5,5,5,5,3,5,5,5,3,3,45,10/21/1952
6292,77322,Male,Loyal Customer,59,Business travel,Business,626,4,5,4,5,4,3,5,4,2,3,3,2,2,3,5,0,10/22/1952
6293,124567,Male,Loyal Customer,64,Personal Travel,Eco,453,2,4,5,5,4,5,3,4,5,5,5,5,5,4,99,178,10/23/1952
6294,76557,Male,disloyal Customer,10,Business travel,Eco,516,1,2,2,4,1,1,1,1,1,5,3,0,4,0,0,59,10/24/1952
6295,35250,Female,Loyal Customer,47,Business travel,Business,950,3,4,3,4,0,1,0,3,3,5,3,5,3,4,26,0,10/25/1952
6296,2532,Male,Loyal Customer,44,Business travel,Business,304,5,5,5,5,2,5,5,5,5,3,3,4,3,5,0,85,10/26/1952
6297,31455,Female,Loyal Customer,27,Personal Travel,Business,862,4,5,2,5,5,3,5,3,4,5,5,5,5,3,0,80,10/27/1952
6298,92007,Female,Loyal Customer,50,Business travel,Business,1522,4,4,3,4,3,4,5,5,3,5,5,2,5,2,92,16,10/28/1952
6299,101749,Male,Loyal Customer,56,Business travel,Business,1590,2,3,1,3,3,3,5,5,5,5,5,3,5,4,24,0,10/29/1952
6300,65530,Female,Loyal Customer,54,Personal Travel,Eco,1616,2,5,2,5,3,5,3,4,4,1,3,3,4,5,68,80,10/30/1952
6301,21985,Female,Loyal Customer,-1,Personal Travel,Eco,448,5,3,3,5,2,5,4,5,4,3,4,2,3,2,33,24,10/31/1952
6302,25409,Female,Loyal Customer,66,Personal Travel,Eco,990,0,5,1,3,1,4,3,2,1,0,3,2,1,4,91,40,11/1/1952
6303,107825,Male,Loyal Customer,67,Personal Travel,Eco,349,3,1,4,5,3,3,3,3,2,3,5,1,3,3,52,19,11/2/1952
6304,26359,Male,Loyal Customer,-1,Business travel,Business,828,3,3,4,4,2,5,1,5,5,5,5,3,5,1,0,-10,11/3/1952
6305,47181,Female,Loyal Customer,-1,Business travel,Business,3465,3,5,5,5,3,2,3,2,2,4,4,2,4,2,100,38,11/4/1952
6306,77700,Female,disloyal Customer,-1,Business travel,Eco,689,3,3,3,4,2,4,0,0,2,3,2,3,2,2,70,28,11/5/1952
6307,46402,Female,Loyal Customer,60,Personal Travel,Eco Plus,1013,4,3,3,4,5,1,2,3,5,4,2,3,3,1,14,35,11/6/1952
6308,58676,Male,Loyal Customer,-1,Personal Travel,Eco,622,2,5,2,5,5,1,5,5,5,5,3,4,5,5,11,0,11/7/1952
6309,12739,Male,Loyal Customer,-1,Personal Travel,Eco,696,3,5,3,3,4,5,2,3,5,3,5,3,5,3,24,-10,11/8/1952
6310,54395,Female,disloyal Customer,22,Business travel,Business,305,0,5,0,5,1,0,1,1,3,4,3,5,1,2,52,0,11/9/1952
6311,106887,Male,disloyal Customer,11,Business travel,Eco,577,5,0,5,3,2,5,4,3,4,1,5,4,5,2,51,71,11/10/1952
6312,129405,Female,disloyal Customer,-1,Business travel,Business,414,5,5,5,5,2,5,1,2,2,5,5,4,3,1,61,1,11/11/1952
6313,72875,Male,disloyal Customer,23,Business travel,Eco,1096,5,5,5,0,5,5,5,5,4,5,5,3,3,5,21,3,11/12/1952
6314,127318,Female,Loyal Customer,20,Personal Travel,Eco,1979,3,3,3,5,3,1,3,3,5,3,3,1,4,4,0,90,11/13/1952
6315,46822,Female,Loyal Customer,-1,Business travel,Business,845,0,2,3,0,2,3,1,5,3,4,3,0,3,5,0,-5,11/14/1952
6316,31563,Female,Loyal Customer,-1,Business travel,Eco Plus,862,5,3,2,3,5,5,5,5,5,5,2,0,2,5,0,68,11/15/1952
6317,101509,Female,Loyal Customer,36,Business travel,Business,100000,0,0,0,5,1,1,5,1,3,3,3,4,2,3,2,63,11/16/1952
6318,39172,Male,Loyal Customer,68,Business travel,Business,2130,5,5,5,5,5,5,5,3,4,5,4,2,5,1,0,93,11/17/1952
6319,123129,Female,Loyal Customer,25,Business travel,Business,1766,1,4,4,5,2,2,2,2,5,5,1,1,3,1,0,98,11/18/1952
6320,12486,Female,Loyal Customer,53,Business travel,Eco Plus,190,5,1,0,1,2,5,3,5,5,5,5,0,5,5,0,78,11/19/1952
6321,13073,Male,Loyal Customer,58,Personal Travel,Eco,936,2,5,4,5,0,3,1,2,4,3,5,4,3,2,0,82,11/20/1952
6322,72355,Male,Loyal Customer,26,Personal Travel,Business,964,5,5,4,5,5,4,5,5,5,5,5,5,3,5,94,-10,11/21/1952
6323,17228,Male,Loyal Customer,-1,Business travel,Eco,872,5,2,1,3,5,5,5,5,5,5,2,5,5,5,84,19,11/22/1952
6324,28775,Female,disloyal Customer,-1,Business travel,Business,954,5,5,5,3,5,5,5,5,5,2,4,5,5,5,0,71,11/23/1952
6325,69612,Female,Loyal Customer,15,Personal Travel,Eco,2446,5,3,3,1,3,3,3,4,5,3,3,4,2,3,60,89,11/24/1952
6326,9873,Female,Loyal Customer,50,Business travel,Business,515,5,5,1,5,4,4,4,2,1,1,1,5,1,5,40,75,11/25/1952
6327,15919,Male,disloyal Customer,-1,Business travel,Eco,607,3,4,2,0,3,1,4,2,1,4,3,1,5,4,37,121,11/26/1952
6328,127345,Female,Loyal Customer,40,Business travel,Business,3964,3,5,5,5,2,5,5,4,3,5,4,2,3,3,0,0,11/27/1952
6329,5492,Female,Loyal Customer,20,Business travel,Business,948,1,1,1,0,2,2,3,3,0,2,3,1,3,2,7,0,11/28/1952
6330,109417,Male,Loyal Customer,-1,Business travel,Business,861,2,5,5,5,2,2,1,2,0,2,0,0,1,3,65,9,11/29/1952
6331,97540,Female,Loyal Customer,48,Business travel,Business,2947,0,1,2,1,5,3,5,4,5,5,3,5,5,2,71,0,11/30/1952
6332,86043,Female,Loyal Customer,23,Personal Travel,Eco,447,3,5,1,0,5,3,5,5,4,3,4,5,5,5,50,0,12/1/1952
6333,121555,Male,Loyal Customer,55,Business travel,Eco,912,3,4,5,5,3,3,4,5,5,4,4,4,3,4,226,176,12/2/1952
6334,61251,Male,Loyal Customer,-1,Personal Travel,Eco,1,0,5,1,4,5,1,5,5,5,5,5,5,5,5,103,39,12/3/1952
6335,58690,Female,disloyal Customer,80,Business travel,Business,299,3,2,3,2,2,2,5,1,2,1,1,2,1,3,8,67,12/4/1952
6336,39101,Female,disloyal Customer,-1,Business travel,Eco,1,1,3,0,3,5,0,2,5,0,3,2,4,3,5,76,109,12/5/1952
6337,97996,Male,Loyal Customer,28,Business travel,Business,483,5,5,5,5,2,3,2,2,2,1,5,3,5,2,28,35,12/6/1952
6338,14381,Male,Loyal Customer,28,Business travel,Business,789,2,3,4,3,2,2,2,2,0,3,4,5,4,2,-8,0,12/7/1952
6339,114727,Male,Loyal Customer,-1,Business travel,Business,390,5,5,5,5,4,3,5,3,4,3,3,4,4,2,66,108,12/8/1952
6340,127191,Male,Loyal Customer,-1,Business travel,Business,2884,3,1,3,1,4,3,3,5,3,5,3,5,4,2,87,9,12/9/1952
6341,93376,Female,Loyal Customer,-1,Business travel,Business,2156,5,5,5,5,2,5,3,5,5,4,5,3,5,4,73,0,12/10/1952
6342,10135,Female,Loyal Customer,31,Business travel,Eco Plus,975,4,4,5,5,4,2,4,4,0,3,2,0,2,3,86,0,12/11/1952
6343,51190,Male,Loyal Customer,24,Business travel,Eco Plus,109,1,2,5,4,0,0,1,1,3,2,5,5,3,0,27,53,12/12/1952
6344,57743,Female,Loyal Customer,41,Business travel,Business,2704,1,0,0,2,3,3,3,3,5,5,5,4,3,3,3,0,12/13/1952
6345,115343,Female,disloyal Customer,42,Business travel,Eco,337,2,0,2,3,0,3,2,2,0,3,5,4,3,1,52,40,12/14/1952
6346,92460,Female,Loyal Customer,63,Business travel,Business,1947,4,5,5,5,1,3,3,4,4,4,4,4,4,3,19,0,12/15/1952
6347,115151,Male,Loyal Customer,40,Business travel,Business,404,2,2,3,3,3,3,3,5,3,4,3,2,5,3,6,0,12/16/1952
6348,21656,Male,Loyal Customer,40,Business travel,Business,3776,5,5,5,5,2,5,5,4,4,3,3,4,4,2,23,0,12/17/1952
6349,16562,Male,Loyal Customer,42,Business travel,Eco,872,3,1,2,2,3,5,4,4,5,2,0,2,5,4,119,79,12/18/1952
6350,108616,Male,disloyal Customer,-1,Personal Travel,Eco,813,2,3,2,2,5,2,5,5,2,5,3,5,5,5,26,23,12/19/1952
6351,107097,Male,disloyal Customer,-1,Business travel,Business,562,2,0,0,5,2,1,3,2,3,3,5,5,3,4,8,98,12/20/1952
6352,50925,Male,Loyal Customer,-1,Personal Travel,Eco,77,2,5,1,2,2,1,2,0,5,3,5,5,4,0,69,122,12/21/1952
6353,101577,Female,Loyal Customer,-1,Business travel,Business,2763,0,2,2,2,5,4,4,3,5,5,5,3,5,5,46,24,12/22/1952
6354,90493,Female,disloyal Customer,-1,Business travel,Business,444,2,3,2,3,2,1,2,4,2,3,5,5,5,3,85,-1,12/23/1952
6355,93894,Female,Loyal Customer,67,Personal Travel,Eco,590,1,3,1,5,5,5,5,3,3,2,4,3,5,5,58,102,12/24/1952
